spbm,spmc,ppbm,lbbm,jxs,xxs,wsjj,hsjj,sj
0fe4f1e6,Thursday Island正价,593,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5e14df76,Thursday Island A,593,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a70029a5,Thursday Island B.5,593,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
227c2fed,Thursday Island B,593,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d8bc825f,Thursday Island C,593,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3654428f,Thursday Island D,593,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f807180c,Thursday Island E,593,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
26bc9ecb,Thursday Island F,593,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8df004ff,Thursday Island 员购,860,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9dfc8824,Calvin Kliin Uaderwar正价,861,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9854ca89,Calvin Kliin UaderwarA,861,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2e337722,Calvin Kliin UaderwarB.5,861,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
41e2d5e1,Calvin Kliin UaderwarB,861,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
91ad48fc,Calvin Kliin UaderwarC,861,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
96db4647,Calvin Kliin UaderwarD,861,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0000e19d,Calvin Kliin UaderwarE,861,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
32ff5649,Calvin Kliin UaderwarF,861,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
454229a0,Calvin Kliin Uaderwar员购,861,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d893f565,九华珍珠、翡翠、玛瑙系列,11,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9b06047d,兰蔻生命华光活肤面霜,451,40101,1.17,1.17,1986.6667 ,2324.4000 ,2980.0000 
f6c142f6,水合贴面膜优惠套装,859,40101,1.17,1.17,741.0256 ,867.0000 ,1020.0000 
b80bd5b5,完美修颜液优惠套装,859,40101,1.17,1.17,443.1624 ,518.5000 ,610.0000 
5abec07f,九华摆件系列,11,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a52d8227,碧欧泉男士净肤礼盒,538,40101,1.17,1.17,492.3077 ,576.0000 ,720.0000 
eb377fa6,碧欧泉男士炽能礼盒,538,40101,1.17,1.17,512.8205 ,600.0000 ,750.0000 
28dcc93d,碧欧泉净肤细致礼盒,538,40101,1.17,1.17,464.9573 ,544.0000 ,680.0000 
043ed04e,碧欧泉净痘平衡礼盒,538,40101,1.17,1.17,464.9573 ,544.0000 ,680.0000 
803633a0,SPF3D修正乳液套装,859,40101,1.17,1.17,363.2479 ,425.0000 ,500.0000 
ccf25621,宜庭 正价,1087,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d41e8957,兰花眼霜优惠套装,859,40101,1.17,1.17,1075.2137 ,1258.0000 ,1480.0000 
332f23f9,SPF E0优惠套装,859,40101,1.17,1.17,421.3675 ,493.0000 ,580.0000 
27f5161e,瑞贝卡 正价,888,60401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5095755a,瑞贝卡 A,888,60401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
38ce2075,瑞贝卡 B.5,888,60401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
39570ae6,瑞贝卡 B,888,60401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ee822629,瑞贝卡 C,888,60401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f5531141,瑞贝卡 D,888,60401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ffb99881,瑞贝卡 E,888,60401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
92fc38d1,瑞贝卡 员购,888,60401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5731d904,瑞贝卡 F,888,60401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
394bbc55,AQ-PHM12E礼,538,40101,1.17,1.17,581.1966 ,680.0000 ,850.0000 
8918b9c9,AF-1130,538,40101,1.17,1.17,772.6496 ,904.0000 ,1130.0000 
f3cfa10c,佳丽宝印隔离美容液,686,40101,1.17,1.17,371.7949 ,435.0000 ,580.0000 
d4db4728,佳丽宝日月光透美肌唇膏,686,40101,1.17,1.17,179.4872 ,210.0000 ,280.0000 
e22c3d36,倩碧宛若新生优套,576,40101,1.17,1.17,453.3333 ,530.4000 ,680.0000 
9c79a06f,倩碧水嫩保湿优套,576,40101,1.17,1.17,300.0000 ,351.0000 ,450.0000 
6d2fa1ce,倩碧三重超凡优套,576,40101,1.17,1.17,346.6667 ,405.6000 ,520.0000 
47855aab,倩碧醒肤活力优套,576,40101,1.17,1.17,553.8462 ,648.0000 ,720.0000 
92e632bf,浪琴.雷达.欧米茄.豪雅.AP.积家z,531,40403,1.06,1.06,0.0000 ,0.0000 ,0.0000 
a91e279b,倩碧眼部护理滋养霜,576,40101,1.17,1.17,220.0000 ,257.4000 ,330.0000 
9714104a,周大福,646,100101,1.17,1.17,400.0000 ,468.0000 ,468.0000 
8306db23,那都乐童鞋C,838,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9df82144,那都乐童鞋D,838,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
dcb26129,那都乐童鞋E,838,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
95de254f,那都乐童鞋F,838,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4e8ea99d,那都乐童鞋员购,838,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
87ba1614,那都乐童鞋正价,838,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b57fd381,那都乐童鞋A,838,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f3172b0c,那都乐童鞋B,838,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3f0ed801,滋润粉底套装,575,40101,1.17,1.17,290.0000 ,339.3000 ,435.0000 
f09b4723,卡帕系列正价,690,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c5c4b92f,赋颜珍宝,538,40101,1.17,1.17,1005.1282 ,1176.0000 ,1470.0000 
70d0d8f1,卡帕系列A,690,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2821be4f,卡帕系列B,690,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
613c3c7b,卡帕系列C,690,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6a2b6548,卡帕系列D,690,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1d8df63b,卡帕系列E,690,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4d8040cb,卡帕系列F,690,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
187dd0a2,卡帕系列员购,690,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
65203904,秷透礼,538,40101,1.17,1.17,406.8376 ,476.0000 ,595.0000 
5f0a92d7,法力藤正价,831,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f9b2b2d9,法力藤A,831,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
fc4addb2,法力藤B.5,831,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1406804e,法力藤B,831,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a1a60141,法力藤C,831,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e9c5edf0,法力藤D,831,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a41e7347,法力藤E,831,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
555b4021,法力藤F,831,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8e299cec,法力藤员购,831,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c8d6ca72,礼盒（素颜）,451,40101,1.17,1.17,968.6154 ,1133.2800 ,1440.0000 
57c2e527,礼盒（金纯）,451,40101,1.17,1.17,2461.8974 ,2880.4200 ,3660.0000 
accfedee,晚装多用包,34,30501,1.17,1.17,67.5214 ,79.0000 ,79.0000 
edba5aaf,金龟佳婿香氛膏,575,40101,1.17,1.17,2653.3333 ,3104.4000 ,3980.0000 
a9d9f4bc,国色王香氛膏,575,40101,1.17,1.17,3320.0000 ,3884.4000 ,4980.0000 
78ff474c,梦中情人香氛膏,575,40101,1.17,1.17,1320.0000 ,1544.4000 ,1980.0000 
9f972fc8,姹紫嫣红香氛膏,575,40101,1.17,1.17,1986.6667 ,2324.4000 ,2980.0000 
fed61de6,帝皇+古龙水,859,40101,1.17,1.17,3901.2821 ,4564.5000 ,5370.0000 
8d351c87,双刷+水眼,859,40101,1.17,1.17,886.3248 ,1037.0000 ,1220.0000 
ba8ac795,凝时礼盒,575,40101,1.17,1.17,600.0000 ,702.0000 ,780.0000 
11da31af,水奇迹礼盒,575,40101,1.17,1.17,523.0769 ,612.0000 ,680.0000 
f8b5e6de,雅诗兰黛玉兔呈祥透明粉,575,40101,1.17,1.17,853.3333 ,998.4000 ,1280.0000 
e3e997f6,康维他A,788,90502,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7215b103,康维他B,788,90502,1.17,1.17,0.0000 ,0.0000 ,0.0000 
24e33f9f,康维他C,788,90502,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ab194f4e,康维他D,788,90502,1.17,1.17,0.0000 ,0.0000 ,0.0000 
73f34986,康维他E,788,90502,1.17,1.17,0.0000 ,0.0000 ,0.0000 
be7151ed,康维他F,788,90502,1.17,1.17,0.0000 ,0.0000 ,0.0000 
432529a6,康维他员购,788,90502,1.17,1.17,0.0000 ,0.0000 ,0.0000 
bd4af447,康维他正价,788,90502,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7a8b1118,金纯F制礼盒,451,40101,1.17,1.17,4923.7949 ,5760.8400 ,7320.0000 
03d51369,恒采动能紧致晚霜优惠礼盒,859,40101,1.17,1.17,973.5043 ,1139.0000 ,1340.0000 
4a35fb20,雅天妮 正价,883,70404,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8d24366e,雅天妮 A,883,70404,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9d797541,雅天妮 B.5,883,70404,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3b413b92,雅天妮 B,883,70404,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8ba9a23f,雅天妮 C,883,70404,1.17,1.17,0.0000 ,0.0000 ,0.0000 
79ec751e,雅天妮 D,883,70404,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ae8b120a,雅天妮 F,883,70404,1.17,1.17,0.0000 ,0.0000 ,0.0000 
424db40b,雅天妮 员购,883,70404,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4acb5868,男士橄榄礼盒,538,40101,1.17,1.17,752.1368 ,880.0000 ,1100.0000 
9bc668da,男士炽能礼盒,538,40101,1.17,1.17,355.5556 ,416.0000 ,520.0000 
c355ca9e,鲜活营养套装,575,40101,1.17,1.17,720.0000 ,842.4000 ,1080.0000 
a7e78f4c,滋润美颜修护粉底套装,575,40101,1.17,1.17,338.4615 ,396.0000 ,440.0000 
91585204,圣诞方香水礼盒,753,40101,1.17,1.17,472.2222 ,552.5000 ,650.0000 
4b4b5d91,迪奥雪霜套,753,40101,1.17,1.17,690.1709 ,807.5000 ,950.0000 
894e6d99,魔睫套,753,40101,1.17,1.17,232.4786 ,272.0000 ,320.0000 
ad5d56e8,单眼(限)200A,753,40101,1.17,1.17,190.0000 ,222.3000 ,285.0000 
d6bb3868,透治礼盒,538,40101,1.17,1.17,529.9145 ,620.0000 ,775.0000 
6bdccace,阿玛尼泡沫洁颜乳,949,40101,1.17,1.17,586.6667 ,686.4000 ,880.0000 
04f168a4,植村秀泡沫隔离,950,40101,1.17,1.17,260.0000 ,304.2000 ,390.0000 
92952438,迷你蜜粉盒,950,40101,1.17,1.17,53.3333 ,62.4000 ,80.0000 
57055314,眼影/腮红盒(银色),950,40101,1.17,1.17,220.0000 ,257.4000 ,330.0000 
7508f826,眼影/腮红盒(黑色),950,40101,1.17,1.17,80.0000 ,93.6000 ,120.0000 
240864cc,迷你化装箱,950,40101,1.17,1.17,1333.3333 ,1560.0000 ,2000.0000 
c4f0e166,假睫毛佩戴钳,950,40101,1.17,1.17,253.3333 ,296.4000 ,380.0000 
9172969c,标准系列假睫毛,950,40101,1.17,1.17,100.0000 ,117.0000 ,150.0000 
d0165c67,0A艺术系列假睫毛,950,40101,1.17,1.17,166.6667 ,195.0000 ,250.0000 
d453b511,亚光蜜粉扑,950,40101,1.17,1.17,30.0000 ,35.1000 ,45.0000 
51993dd4,五角形海绵,950,40101,1.17,1.17,30.0000 ,35.1000 ,45.0000 
74c0d5b3,轻肤感光粉饼海绵,950,40101,1.17,1.17,30.0000 ,35.1000 ,45.0000 
a51fc2eb,尼龙眉刷,950,40101,1.17,1.17,46.6667 ,54.6000 ,70.0000 
e185c0ba,便携式套刷,950,40101,1.17,1.17,453.3333 ,530.4000 ,680.0000 
9d48520d,小马毛腮红刷20H,950,40101,1.17,1.17,320.0000 ,374.4000 ,480.0000 
61284cb6,专业刷套大号,950,40101,1.17,1.17,213.3333 ,249.6000 ,320.0000 
270b8355,CF唇刷,950,40101,1.17,1.17,253.3333 ,296.4000 ,380.0000 
00a159a4,手绘眼线膏,950,40101,1.17,1.17,153.3333 ,179.4000 ,230.0000 
9d8da9cc,眼影刷,950,40101,1.17,1.17,453.3333 ,530.4000 ,680.0000 
b7df36b7,眉刷,950,40101,1.17,1.17,186.6667 ,218.4000 ,280.0000 
0fce7f8c,眼影刷10,950,40101,1.17,1.17,386.6667 ,452.4000 ,580.0000 
4193134e,山羊毛刷1BR,950,40101,1.17,1.17,386.6667 ,452.4000 ,580.0000 
c20b7b45,小天才,793,30802,1.17,1.17,0.0000 ,0.0000 ,0.0000 
22a2055a,雅诗兰黛纤长深邃睫毛膏,575,40101,1.17,1.17,120.0000 ,140.4000 ,180.0000 
ddfd3a6c,MEACHEAL正价,1054,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
919e8f1f,MEACHEALA,1054,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6e50aa3e,MEACHEALB.5,1054,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
93493cee,MEACHEALB,1054,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7984d756,MEACHEALC,1054,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9631ab2a,MEACHEALD,1054,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7351a2ab,MEACHEALE,1054,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8c7fc83f,MEACHEALF,1054,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
55b853a0,MEACHEAL员购,1054,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1111d7ad,阿玛尼奂颜修护膏SPF1E,949,40101,1.17,1.17,1533.3333 ,1794.0000 ,2300.0000 
e23787e5,阿玛尼纯净持妆粉底液,949,40101,1.17,1.17,433.3333 ,507.0000 ,650.0000 
bbb64736,阿玛尼柔唇刷,949,40101,1.17,1.17,200.0000 ,234.0000 ,300.0000 
5e35f1f6,植村秀净透美白洁颜油,950,40101,1.17,1.17,213.3333 ,249.6000 ,320.0000 
d6bc765d,阿玛尼睫毛夹,949,40101,1.17,1.17,200.0000 ,234.0000 ,300.0000 
2ef104b1,阿玛尼水盈衡调理凝霜,949,40101,1.17,1.17,653.3333 ,764.4000 ,980.0000 
77aa926d,阿玛尼初妆亲肌粉底乳,949,40101,1.17,1.17,386.6667 ,452.4000 ,580.0000 
29ba9a8f,阿玛尼双色胭脂,949,40101,1.17,1.17,280.0000 ,327.6000 ,420.0000 
cbb3a7de,阿玛尼男士眼部凝露,949,40101,1.17,1.17,466.6667 ,546.0000 ,700.0000 
1ecbcb7b,阿玛尼柔滑粉底,949,40101,1.17,1.17,346.6667 ,405.6000 ,520.0000 
0d8748e0,阿玛尼眼影刷,949,40101,1.17,1.17,266.6667 ,312.0000 ,400.0000 
7ab080f4,阿玛尼男士面霜,949,40101,1.17,1.17,800.0000 ,936.0000 ,1200.0000 
ddb54091,阿玛尼男士精华,949,40101,1.17,1.17,666.6667 ,780.0000 ,1000.0000 
89a40688,阿玛尼粉霜刷,949,40101,1.17,1.17,566.6667 ,663.0000 ,850.0000 
64a2c9f1,阿玛尼黑钥匙面霜,949,40101,1.17,1.17,2133.3333 ,2496.0000 ,3200.0000 
529a81bf,阿玛尼定妆刷,949,40101,1.17,1.17,333.3333 ,390.0000 ,500.0000 
ef6bf7e6,阿玛尼黑钥匙精华,949,40101,1.17,1.17,1520.0000 ,1778.4000 ,2280.0000 
16683142,阿玛尼修护眼霜,949,40101,1.17,1.17,1053.3333 ,1232.4000 ,1580.0000 
b0b64d4c,阿玛尼睫毛膏,949,40101,1.17,1.17,220.0000 ,257.4000 ,330.0000 
7a9d0a89,阿玛尼奢华面霜SPF1E,949,40101,1.17,1.17,1533.3333 ,1794.0000 ,2300.0000 
0677ad7b,阿玛尼粉盒,949,40101,1.17,1.17,120.0000 ,140.4000 ,180.0000 
7178e71a,阿玛尼深切修复精华,949,40101,1.17,1.17,1520.0000 ,1778.4000 ,2280.0000 
fcdc8f9d,阿玛尼修复眼霜,949,40101,1.17,1.17,1053.3333 ,1232.4000 ,1580.0000 
f760d515,阿玛尼深蕴睫毛膏,949,40101,1.17,1.17,220.0000 ,257.4000 ,330.0000 
48483ec6,阿玛尼时尚睫毛膏,949,40101,1.17,1.17,220.0000 ,257.4000 ,330.0000 
7418f74e,阿玛尼柔滑粉盒,949,40101,1.17,1.17,120.0000 ,140.4000 ,180.0000 
915a55dd,阿玛尼光影师漾肌底妆乳,949,40101,1.17,1.17,433.3333 ,507.0000 ,650.0000 
d55ca71b,阿玛尼造型乳底妆乳,949,40101,1.17,1.17,653.3333 ,764.4000 ,980.0000 
0bf285a5,阿玛尼云柔雾幻底妆乳,949,40101,1.17,1.17,433.3333 ,507.0000 ,650.0000 
31281de7,阿玛尼晶柔光韵防晒凝乳,949,40101,1.17,1.17,433.3333 ,507.0000 ,650.0000 
963dcea7,阿玛尼柔滑粉饼,949,40101,1.17,1.17,346.6667 ,405.6000 ,520.0000 
26c5e968,阿玛尼至秦遮瑕露,949,40101,1.17,1.17,200.0000 ,234.0000 ,300.0000 
0ca99c54,阿玛尼黒曜岩清柔细致卸妆乳,949,40101,1.17,1.17,533.3333 ,624.0000 ,800.0000 
54fdae78,阿玛尼丝滑唇膏,949,40101,1.17,1.17,186.6667 ,218.4000 ,280.0000 
398a4892,阿玛尼卸妆颜,949,40101,1.17,1.17,533.3333 ,624.0000 ,800.0000 
1ad05f44,阿玛尼奂颜凝霜,949,40101,1.17,1.17,2133.3333 ,2496.0000 ,3200.0000 
5ff14599,阿玛尼小眼影刷,949,40101,1.17,1.17,266.6667 ,312.0000 ,400.0000 
719dfba6,阿玛尼腮红刷,949,40101,1.17,1.17,333.3333 ,390.0000 ,500.0000 
e3fe9be2,阿玛尼液体眼线笔,949,40101,1.17,1.17,186.6667 ,218.4000 ,280.0000 
7a9af299,阿玛尼单色眼影,949,40101,1.17,1.17,186.6667 ,218.4000 ,280.0000 
c3edcf76,阿玛尼中号眼影刷,949,40101,1.17,1.17,266.6667 ,312.0000 ,400.0000 
ac42222c,阿玛尼大号眼影刷,949,40101,1.17,1.17,266.6667 ,312.0000 ,400.0000 
fb2be8c8,阿玛尼眉刷,949,40101,1.17,1.17,200.0000 ,234.0000 ,300.0000 
14563141,阿玛尼遮瑕刷,949,40101,1.17,1.17,200.0000 ,234.0000 ,300.0000 
f26b7cde,阿玛尼眼线刷,949,40101,1.17,1.17,200.0000 ,234.0000 ,300.0000 
650ae7b1,阿玛尼明星柔亮粉底液,949,40102,1.17,1.17,433.3333 ,507.0000 ,650.0000 
9c8297dc,阿玛尼塑形眉笔,949,40101,1.17,1.17,166.6667 ,195.0000 ,250.0000 
13790c3b,阿玛尼无痕遮瑕乳,949,40101,1.17,1.17,200.0000 ,234.0000 ,300.0000 
983eed0e,阿玛尼柔亮唇膏,949,40101,1.17,1.17,186.6667 ,218.4000 ,280.0000 
69c63126,阿玛尼粉底刷,949,40101,1.17,1.17,533.3333 ,624.0000 ,800.0000 
6cd5cfb5,阿玛尼柔亮自然蜜粉饼,949,40101,1.17,1.17,433.3333 ,507.0000 ,650.0000 
5c4f34c7,阿玛尼男士抗皱乳液,949,40101,1.17,1.17,800.0000 ,936.0000 ,1200.0000 
04e757fe,阿玛尼男士洁面霜,949,40101,1.17,1.17,280.0000 ,327.6000 ,420.0000 
172f469a,阿玛尼男士剃须膏,949,40101,1.17,1.17,280.0000 ,327.6000 ,420.0000 
10f1dc3c,阿玛尼男士磨砂膏,949,40101,1.17,1.17,280.0000 ,327.6000 ,420.0000 
c0ad97b4,阿玛尼双色胭脂,949,40101,1.17,1.17,280.0000 ,327.6000 ,420.0000 
5953da35,兰蔻塑颜礼盒,451,40101,1.17,1.17,978.7051 ,1145.0850 ,1455.0000 
d9457779,兰蔻香水,451,40101,1.17,1.17,807.1795 ,944.4000 ,1200.0000 
78ec187b,兰蔻青纯礼盒,451,40101,1.17,1.17,5058.3248 ,5918.2400 ,7520.0000 
9a4d2e0f,植村秀全新均效洁颜10月新品,950,40101,1.17,1.17,213.3333 ,249.6000 ,320.0000 
13cb3104,全新深海养护补湿液(滋润型),950,40101,1.17,1.17,233.3333 ,273.0000 ,350.0000 
21076583,植村秀光彩嫩肤水(滋润型),950,40101,1.17,1.17,266.6667 ,312.0000 ,400.0000 
af265365,植村秀黑萃紧颜密集修护面膜,950,40101,1.17,1.17,440.0000 ,514.8000 ,660.0000 
6811621a,植村秀紧颜丰润凝养面霜,950,40101,1.17,1.17,500.0000 ,585.0000 ,750.0000 
773ebe6a,植村秀骄阳清爽防晒露,950,40101,1.17,1.17,260.0000 ,304.2000 ,390.0000 
a1041521,2010隔离修饰乳,950,40101,1.17,1.17,233.3333 ,273.0000 ,350.0000 
eabccecf,全新无瑕盖斑膏系列,950,40101,1.17,1.17,140.0000 ,163.8000 ,210.0000 
e369ef90,植村秀无瑕修饰膏系列,950,40101,1.17,1.17,146.6667 ,171.6000 ,220.0000 
2d9a73d6,植村秀亮泽蜜粉系列,950,40101,1.17,1.17,240.0000 ,280.8000 ,360.0000 
88e7e44d,全新幻彩胭脂系列,950,40101,1.17,1.17,146.6667 ,171.6000 ,220.0000 
e23a3104,幻彩胭脂系列,950,40101,1.17,1.17,146.6667 ,171.6000 ,220.0000 
3127585e,植村秀眼部遮瑕膏,950,40101,1.17,1.17,146.6667 ,171.6000 ,220.0000 
63b6f415,金多福K金系列A,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
55c2c394,植村秀单色眼影系列,950,40101,1.17,1.17,120.0000 ,140.4000 ,180.0000 
ed66b949,柔雾眼影膏系列,950,40101,1.17,1.17,146.6667 ,171.6000 ,220.0000 
814f7158,植村秀秋冬彩妆盘眼影,950,40101,1.17,1.17,433.3333 ,507.0000 ,650.0000 
14ca57ed,金多福K金系列B,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f852231a,金多福K金系列C,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e7d22938,金多福K金系列D,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
69cca9ab,金多福K金系列E,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e404d8c2,金多福K金系列F,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
26dad6bc,百丽男鞋正价,22,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0ac8908d,百丽男鞋正价 A,22,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
357ef0d3,金多福K金系列员购,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
11b36cfd,百丽男鞋正价 B,22,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3a623a47,百丽男鞋正价 C,22,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c15bccd6,百丽男鞋正价 D,22,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
50b9011c,百丽男鞋正价 E,22,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b8827fc7,金多福镶嵌系列A,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d67543a0,百丽男鞋正价 F,22,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d79c0a22,金多福镶嵌系列B,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1cda5a19,金多福镶嵌系列C,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
64f62d6d,金多福镶嵌系列D,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d45ca180,兰蔻胭脂刷,451,40101,1.17,1.17,130.0000 ,152.1000 ,195.0000 
8233a379,兰蔻散粉刷,451,40101,1.17,1.17,160.0000 ,187.2000 ,240.0000 
fd5f53ac,兰蔻大号眼影刷,451,40101,1.17,1.17,93.3333 ,109.2000 ,155.0000 
e5249f71,金多福镶嵌系列E,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
51b9fd2a,兰蔻小号眼影刷,451,40101,1.17,1.17,106.6667 ,124.8000 ,175.0000 
a71ca0ee,兰蔻唇刷A号,451,40101,1.17,1.17,86.6667 ,101.4000 ,130.0000 
25b882a6,兰蔻感光柔和化妆底液,451,40101,1.17,1.17,213.3333 ,249.6000 ,320.0000 
689aa190,兰蔻新感光柔和两用粉饼,451,40101,1.17,1.17,235.4274 ,275.4500 ,350.0000 
debf8f85,金多福镶嵌系列F,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
263efdb4,金多福镶嵌系列员购,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c2dfaf20,金多福铂金系列A,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
98599604,金多福铂金系列B,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
50baa0c5,ARFE C,996,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8acd4705,ARFE D,996,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8a3186c9,ARFE E,996,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
493e4661,ARFE F,996,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3df5e282,金多福铂金系列C,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
05d78765,金多福铂金系列D,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2cf01734,金多福铂金系列E,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
5a8dd571,天梭,531,40403,1.17,1.17,0.0000 ,0.0000 ,0.0000 
06027d97,豪雅.古驰.美度,531,40403,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0c6ad71f,维修表,531,40403,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9dcc063c,金多福铂金系列F,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
cca90fa8,金多福铂金系列员购,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
382e74c5,金多福铂金镶嵌系列A,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e931480f,金多福铂金镶嵌系列B,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
99e4d6bf,金多福铂金镶嵌系列C,10,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
